Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"Woah, so you’re telling me that my five kids have to go to school while this coronavirus outbreak is happening. It was fair enough with all the strikes.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237631410225192961
"We recognize that schooling is important, but kids lives matter more. It's about time schools close. South African children matter!

#Ramaphosa #cyrilramaphosa #AngieMotshega",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1286366115418046464
@donwinslow Send my kids into trump’s nightmare of COVID schools? Nope. #notmykid,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283878967985025024
The UK government tried to reopen schools and the people of Scotland refused.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283859409358196736
If my ass has fucking asthma and if some dumb bitch in my school gets the corona virus and I end up getting it I’m gonna end up fucking dying,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237485367995105286
Watching the #whtaskforcebriefing and the claim was made that students aren’t a significant source of spread.  Do you think maybe that is because we closed the schools to prevent it?? #COVID19 #TaskForce #cdc,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280905646884323329
COVID-19 community spread cases in my community (including a student) and just got a donation request from my school district for disinfecting wipes and hand sanitizer as the schools are running out and both are back ordered.  Hmm...maybe they should..,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237535498999967749
"For as long as parliament remains closed, schools must stay closed too.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283328422534696961
"@AprilDRyan Daughter in SC wont send her kids. Really spiking in her county. She could be compromised if she gets it. They have been wearing masks, washing hands and social distancing since it started. #Schools #SchoolsReopening",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286086413478436864
"@REVMusicNY GOP WANT TO OPEN SCHOOLS AND KILL OUR BABIES. ITS TIME TO LET THEM KNOW , SEND YOUR CHILD/CHILDREN FIRST .",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284852935172726787
"There is no reason to fail our kids like this. They are pushing for schools to open in the name of the economy &amp; because they literally have no plan for anything else despite having months to plan. There is no reason any children or staff need die, #NotOneChild",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282437872516292609
"Not putting my kids in school in August will be tough, time-consuming, and make getting to work difficult. But #TeachersLivesMatter so we will figure it out. Teachers are not front line workers. Teachers are not babysitters. #COVID19",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1285322051356512256
No audience at the upcoming Presidential debate this Sunday due to #COVID19 but it’s ok for kids to be in school just outside the country’s hotspot for the virus?#pandemic,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237524622179880962
"@okea @GovStitt Isn’t it time to SUE Stitt? Numbers increasing in hospitals, ICU’s, and infections. Teachers and staff ARE AT SERIOUS RISK! No schools should open! Please help!",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285403291610947591
@ASlavitt Wait unti @GovTimWalz allows schools to reopen. #NotMyChild,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286882082539606016
@DWUhlfelderLaw No every elected official who supports opening the schools should be forced to send their kids and grandchildren.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285822462475685888
Whitehouse Cafeteria = :microbe::microbe::microbe::microbe::microbe::microbe::microbe::microbe::microbe::microbe::microbe:Gradeschool Cafeteria = :dog_face::cat_face::mouse_face::rabbit_face::koala::panda_face::frog::monkey::pig_face::hatched_chick::hatching_chick::unicorn_face::horse_face::beetle::turtle::T-Rex::snail::butterfly::bee::owl::penguin:  If Covid can infect the Whitehouse cafeteria what will happen inside our children’s schools? It is a fantasy to think that this won’t be a disaster.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286324951222325248
"At least this Tweet Storm establishes one thing as a country of parents, teachers we are united that we want our children to learn and have governments not dictating the terms. We trust the schools that we have picked for our children and want them to guide us",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287324882682839040
Good morning to everyone except the people who don’t care about teachers’ lives and want to rush to reopen schools #ProtectTheTeachers  #TeacherSafetyIsEssential,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284824595040796673
"What are you waiting for? @RepRalphNorman @grahamblog @SenatorTimScott  @scsenategop #coronavirus #southcarolina
Close the schools!",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1238647785307754497
@donwinslow @MeidasTouch So #TrumpKillsAmericans says Abortion is bad because it kills a child... But sending them to school during #COVID19 is OK??  #SMH #TrumpDoesntCare,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283791968661843968
@DrZweliMkhize Don’t teachers and learners fall under your banner of “all South Africans”? How do we force children to social distance when you can’t even make adults Social distance??  #TeachersLivesMatter #StudentLivesMatter,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284743356132872192
"Indian talent + Information technology = India Tomorrow
Why are we averse to #OnlineClasses then? Why do you want schools and kids not to have that option? @imBhupendrasinh @CMOGuj @vijayrupanibjp",support,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287372043512451072
"So let me get this straight, 6 new COVID-19 cases have been confirmed in the city of San Diego and kids in the @SDUSD still have to go to school while many other institutions are going into online teaching?",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1238332503804358657
The impact of #COVID19 will be disastrous in Africa. Some Parents still allow their kids to do as they will: this is irresponsible. Most of these kids are roaming around without face masks. Government has No Plan:We must be Vigilant &amp; Stay Indoors. #WearAMask,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283327948691472384
"Why can't students stay home? Teachers can go to their classrooms and teach via zoom or whatever works!  Why haven't schools worked all covid break on this? Teachers' kids can go, as long as they stay with parents? I wish we could work together on this.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283459655298093057
"The university in my hometown ""Miami University"" Oxford, Ohio decided to close classes due to the corona virus. everyone please just stay safe.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1237483669788463106
Grade 12 learners are also kids and they're also important like others. Just shutdown schools.:nerd_face: @DBE_SA @SadtuNational,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1285094408665337857
@SMC_edu  still has classes while WHO declared Coronavirus a pandemic. What will it take to move classes off campus? The entire school has to be infected?,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237801307731136514
"Theoretically, you could be walking around with coronavirus for 2 weeks without knowing 

And I go to an American school, also known as a PIGSTY

So before all 135,000 students get the coronavirus

Why don’t we just",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237573439721844737
"Digital platforms provide a safe COVID free environment for children to keep learning, and be in
touch with their teachers &amp; friends. Let schools function @imBhupendrasinh #RightToTeach
#SaveOurSchools @vijayrupanibjp @hrdministry",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287355947145236480
"Kiddo has been homeschooled for years. If it's possible and available, I hope that can be done. ",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1282694089633398784
"Lockdown mai we are missing friends,teachers,and our class study but have to follow rules for saving ourself from covid-19 that's why we should focus on online study:innocent:",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287358672365146115
"Think how devastated you'll feel if you DON'T keep your kid at home and he or she is one of those who die from Covid19. Let that sink in, parents...because it will happen. #keepyourchildhome #WearAMask",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285018104179957762
@stan_tampa @GovRonDeSantis @realDonaldTrump Disgusting is the only word for the @SenateGOP @HouseGOP I’m sorry for your loss I truly am. Let’s pray they don’t actually open #schools,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283151297919832070
@HillaryClinton And parents shouldn't be forced to choose between their kids lives and Trump’s hopes to get re-elected. @realDonaldTrump,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283055046817722371
Schools are not safe because of all the ANTIFA SCHOOL SHOOTERS that will be happening..,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283807984036876288
so you’re telling me a student or teacher has to get the coronavirus in the school for it to close down for 24 HOURS and everyone has to continue going to school after that? which dumbass came up with this idea...?,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237470016561459200
The corona virus was announced to be around where i live and schools here hasnt been cancled,support,FAVOR,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1237534081367203842
@GavinNewsom you need to close all schools by next Tuesday (3/17). The children don’t show symptoms as easily.  They are killing their grandparents and teachers! #COVID19,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1238458089872842752
TAKE YOUR KIDS OFF THE FUCKING SCHOOLS! #COVID2019 #coronavirus #workingfromhome #StayTheFHome,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1240206532266131457
"The next fucking asshole that tells me there is no data that kids can transmit COVID-19 to others is gonna get dick punched. 
Kids haven't been in school and why in the fuck would we want to experiment on our children for the data you assholes require. Go To Hell",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286489113374470145
I have to take biologic immunosuppression injections that stay in my system for 3 months. I live with my brother who has to go University every day bringing fear to him and me. We are both scared I could die of i get coronavirus.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237516762868060160
@KTRTRS @SabithaindraTRS Teachers at Creek planet school (venus campus) Bachupally forced to work from 9am-3pm. Kindly take necessary action. Allow teachers to stay home too. #Coronavirus  Request @hydcitypolice  to take necesary action &amp; support staff.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1240979168738725891
"The #Trump Administration won't do anything about guns in schools, what makes you think they give a crap if your kids get the #Coronavirus?",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237572651196928000
"it doesn’t make sense to wait for someone to catch COVID-19 in order for schools to be shut down. if your school doesn’t care about your health and safety, sign a petition, call and email them, or just don’t show up to class. YOU come first.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237473478040838144
"@GovParsonMO

Your CALLOUS attitude on #SchoolReopening, not caring kids, teachers, family will get &amp; spread virus is deplorable!

You forgot we're the SHO-ME STATE. You're not showing good leadership or #facts that Missouri spread &amp; deaths won't get worse!",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286856721474838528
@jasonnnn_p @CUNY were to affect our family members badly and it would devastatjng if something were to happen to them! it would be the schools fault to not taking the Percautions in helping their staff and students. pls think of the families as well #CUNY #SUNY #COVID19,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237543106586636288
I have grandparents that have heart defects and lung problems and they can’t risk getting covid-19 because they WILL die from it. We can’t sit here and wait for someone from my brother’s school to get the virus because that puts my grandparents at risk. Please,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237493236584853506
Here in PA our schools are basically just opening up as if nothing ever happened. Our governor is wonderful so im not sure WTF is going on. Im sending my daughter to cyber school.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283795298804957184
"I legit asked the teacher what happens if we got the Corona virus, she said they would close it down for one day and disinfect it and then we would come back the next day. Honestly I’m not going to school if it gets here f that!",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237478854048059394
"@donwinslow I’m a special education teacher and I will probably have to go into school each day, but I will not send in my twin 15 year old daughters. My 78 year old mother lives with us so I will quarantine myself in my room when I get home each day.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283868218323591168
"Young people are dying in schools, please close those doors.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283372061688299522
"@RepRalphNorman @grahamblog @SenatorTimScott  @scsenategop #coronavirus #southcarolina
Close the schools!",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237628142203867136
In case anyone is wondering my children will not be attending public schools in the fall. #COVID19 #schoolviolence #sexualharassment #SystemicRacism  #bullying #TeachersLivesMatter #SocialInjustice need more reasons? #backtoschool,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284279205388328960
"Like what are we going to do if we get it, is there a cure for coronavirus? no. cancel school. We don’t want more children getting sick. @ScottMorrisonMP #Coronavid19 #coronavirus #coronavirusaustralia #Covid_19australia",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1241733782249435136
"@AprilDRyan My son has asthma and I have multiple autoimmune problems so we decided online was the way to go. A couple of weeks later @CobbSchools agreed that everyone should attend online. I for one commend them for it. It won't be easy but it is necessary!
#Schools",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1286720512022937602
"tRUmpublicans think it's OK to rape, cage, starve, gun-down or expose our children to a deadly pandemic but lose their shit about abortion.  ",support,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282695829644607490
"@redfreedom2020 @donwinslow Taught 30 years. I can tell you that schools are a Petri dish for germs. Kids don’t follow/understand hygiene standards like adults do, and they constantly touch one another. Normally our bodies fight it off. Not with Covid.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284113522985783303
we request our respected Prime Minister  @ImranKhanPTI and our education minister @Shafqat_Mahmood to announce opening of schools after Eid.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1284808700402819072
I don’t care about the coronavirus I just want to get out of this my dumbass school lmao,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237544119452323841
Teachers put in a lot of effort to conduct online class. Listen to the teacher and it's a good mode of education in the current scenario. How do we expect schools to pay them without any fees.  #SaveOurSchools,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287317651828613120
"We must boycott our schools, and protest to have the schools shut down, due to coronavirus. It's not only threatening to us as students, but to our parents. PEOPLE WHO THINK THAT THIS SITUATION ISN'T AS BAD AS IT SEEMS, YOU ARE DELUSIONAL AS FUCK!",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237492644860887043
"@apiper13 @nowthisnews Schools aren't ready.I know when my children get sick i always quarantined them in rooms.Yet I still get it We knw It goes thru the household maybe kids are more ASymptomatic for now until it mutates again &amp; Give it to Others, Teachers,Staff it'll spreads over &amp; over.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286700186149019648
@MSNBC All countries in the western world opening schools but let's see..we don't follow the science to open schools but we followed science to shut down..oh ok now that makes sense.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283851972546826241
"Are we going to allow our kids to be vectors of the #coronavirus and pass it to Grandma and grandpa?

Don't hate the elderly.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237647104245465088
"When trump says,""You don't have to wear a mask.""
I'm wearing a mask.
When trump says""Covid is a hoax.""
I know it's real.
When trump says""Beaches,bars &amp;casinos must open.""
I'm staying home. 
When trump insists,""Children should go to school,"" during a pandemic.
I shout",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283992258275155968
"What's more important? A students education? Or the wellness of the student and staff? Closing schools for a day may work for bad weather, but not for the coronavirus. Districts all around need to open their eyes and realize one day closures do nothing to help!",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237551659728814082
Just close the schools and promote each and every learner i mean this education system is all about producing factory faults.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283296827937361921
"Grown ass people are constantly throwing temper tantrums over wearing a mask to grocery shop for 30 mins, but kids, especially non neurotypical kids, can absolutely wear a mask for 7 hours a day to go back to school while the politician's kids stay home.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286817098958802948
I just don't understand why schools are opening and the outbreak is getting worse.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286511409682055168
"There isn’t a child on this planet who would social distance and wear a mask for SIX hours a day, 5 days a week.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283821857477713925
Y'all have the highest school shooters numbers and the highest #COVID19 numbers but y'all want kids to go back to school.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283925496061992961
Schools have taken a lot of effort in setting up the online classes. It's a new era of the digital world and we need to support it and not spoil it.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287428233076412416
"My first online class was over Skype and the first 30mins was watching a classmate document himself cooking eggs. All in all a 10/10 experience
#coronavirus #StayAtHome",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1239544897096634369
Teachers to teach our kids.  They protect them from active shooters.  Now we're asking them to risk their lives/health to free us up to go to work?  Completely crazy.  All teachers should quit if their county forces them to teach in-person. #SchoolReopening,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283425014306557952
@JoshuaPotash @thegoodgodabove The way we'll know if @GOP really thinks it will be safe to go back to classrooms will be if they gut OSHA provisions for Workers Compensation if employees contract work related COVID19 illnesses. That would be a strike-worthy issue. #coronavirus,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283931098637111298
"Now Cohen is getting released. Just so we keep the record straight I’d like to remind everyone Covid-19 has made prisons so dangerous that Manafort, Stone, and Cohen are not incarcerated. Meanwhile President Ding Dong is lobbying for kids to be in school.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287482231687008256
"What’s wrong with the corona virus. People are stocking up for an apocalypse and it’s stupid. Calm down, it’s literally a worse real story flu and why are people having a seizure over this. I’m acting like it doesn’t exist. But close the schools please",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237551776083009536
"9/ Bottom line: If we value Black and Latinx lives, we should only open schools if it’s 100% safe to do so. 

Facts are facts.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1284498474474573863
"It my opinion schools should stay closed not just cusse of corona 
",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1282708509533057025
"@MollyJongFast Children are not allowed in school if they have a contagious disease. 
Letters are sent home informing parents. Just in case.
Asymptomatic covid
Could quickly infect the entire school. Then the community.
It is foolish to contemplate opening until testing is in place.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281183442970034176
@richardmarx It makes 0 sense that we send kids back to school when we still need to mask up and distance everywhere else.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284977808838623232
"@CDCDirector Bullshit
When @SenRickScott and @realDonaldTrump send their kids and grandkids back to school instead of distance learning? Then let's  talk ...
#teacherproblems #COVIDIDIOTS #COVID19 #ReopenSchools #teacherlivesmatter #StudentsLivesMatters #distancelearning",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287621564163223553
"@GOP We are fine with opening schools with a PLAN, mandatory masks, contact tracing, onsite testing with same day results, required social distancing. PPE for teachers, staff, janitors, etc. It requires MONEY and the do-nothing GOP will provide none of that.",support,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284548918798192640
"@kurteichenwald Do not take the excuse that it's the school's decision and it's a private school. Believe that 45 should be putting pressure on his son's school to open just like he's putting pressure on public schools.

I don't care what schools open. Mine is going virtually.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286770826524553217
"This is tiring, those parents who says kids are safe at schools should just bring them once, and hope their funeral covers and policies are up to date...mine will be at home!!!",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283400716195901440
"#PostponeJEE_NEETinCovid
We Wont give exams until our parliament is closed and until there is no vaccine. As WHO says covid has become airborne and can travel upto 15 feet, so socil distancing will be a joke at the examination centres.teenagers are at higher risk",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287335380740530176
"Don’t Experiment on our kids @GovTimWalz! Open Schools, Op Minnesota!",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284194703571918848
Children can't maintain social distancing!,support,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1282712020391993345
I've made a big discussion today and that my 3 children will not be going back to school until the #coronavirus is under control or there is a vaccination for it....,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1237836066100580353
"Reopening schools this fall as if everything is normal is stupid.  Students, teachers and staff are worth protecting.  Im not willing to send my kids into harms way for trumps ego.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283834190371274753
"Parents have the power, by simply pulling all your kids out of school, all schools will shut down!",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283304917122375680
"Schools should just be closed,the 2020 curriculum will continue once the vaccine is found,even if it means 2020 curriculum get done in 2021-2022,we’ll have to adjust &amp; catch-up at some point.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283301001504727040
"@therecount Sending children to school during a deadly #COVID19 pandemic,
is worse than putting your children in cars without seatbelts. 
It's playing Russian Roulette with the lives of children. 

It's child abuse. 

#StayHome",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286775067196534785
"We know we can’t open schools safe 138,000 people dead from a virus our government failed to protect us from @BetsyDeVosED SCREW OFF",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283878338482843649
"@ossoff Well, the reopening of schools should go smoothly. I was told that anyone with a fever can return to school 24 hours after it breaks. There’s no testing, not even a doctor’s note required for staff and students to return. 

#NotMyKid",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287366337589895168
4) We as Sadtu want schools to close because psychosocial services that is needed now urgently to mitigate against the anxiety has not been effected as earlier commited by the Minister,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283696390292602880
My family is living in fear because my brother is going to college with two staff members who interacted with someone who passed away due to the coronavirus. And yet they won't close the school? Why? Don't you want to protect the students?,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237517886404452352
I’m homeschooling this year. Not risking my daughter over someone who doesn’t understand wind and thinks the enemy is a friend.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283821165283344386
"And yes, I've decided to homeschool &amp; I know that's not an option for everyone, but it's very blasé to say ""Just keep your kid home"" because those kids &amp; teachers will be spreading it to their families &amp; others &amp; into the community. Reopening schools is a big mistake.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286818164714754048
I’m absolutely scared silly about this coronavirus. I want to batten down the hatches and keep my babies home till it blows over #COVID2019uk,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237511368653205504
"@donwinslow Even though my 4 kids are adults, our oldest is a teacher. There is absolutely no guidance in place now. Schools open in less than a month. I worry about her and her students.",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1284060364460589059
"If #NYCSchools reopen before #COVID19 is under control, then assuming the .1% fatality rate is correct for children, ages 4-18, then the death rate of students in #NYC will be 1,127 (rounded) based on current enrollment.

#Coronavirus #CoronavirusPandemic",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283899431180476417
"Sooo..
#COVID19 is so contagious we release inmates from prison...but safe enough that we can send our children back to school. 
Dangerous enough that we're still on lockdown. But safe enough to jeopardize the lives of our babies? 
#IRefuse
#SendBaron",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285927826194141184
Donald Trump could stand in the middle of Fifth Avenue and kill a million schoolchildren via #COVID19 and not lose any #MAGA voters..,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283867072636702720
@T_R_0_V_3_R @repairrestores1 We all know that opening schools during a raging killer pandemic is criminal and crazy.,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284253925961433088
"@SpeakerRyan Paul Ryan, millionaire white Republican, has 3 kids: Liza Ryan, 18, Charles, 17, and Samuel Ryan, 15.

I wonder if he will be sending them to school in a few weeks. He’s made no statement condemning the decision by his party to reopen schools. #GOPkids #notmykid",support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284514555071287298
Homeschooling is the best way ever!,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283815864094150657
The question is not whether NYC schools will shut down. They will. For sure. The questions is how many #coronavirus cases do we need to get to for our leaders to decide to close them. @BilldeBlasio @NYGovCuomo,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1239059138363228161
@MegaRacismHater @AdamSchefter Good. The whole league should do the same ... keep the schools closed too!,support,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1284265873130360833
