Tweet,Target,Stance,Tweet Id
"@NancyNoCo24 I wish to hell Dr Fauci would be isolated so he is protected from contracting COVID-19 or being killed by stupidity.

#ProtectDrFauci",fauci,FAVOR,1241126204091944960
@roadrunner4952 Pretty sure EVERYONE DID #coronavirus #FauciFacepalm,fauci,FAVOR,1241141258028036097
"CovidTruth challenges Phony Fauci to a simple bet: his wild prediction on US Covid-19 infections and deaths vs CT’s prediction. CT will be at least 85% accurate on absolute US death rate. Phony will miss by an order of 5,000x. When Phony loses, he retires (finally).",fauci,FAVOR,1241237173048938496
"#WhiteHouseBriefing Coronavirus Task Force briefing starting now. Content updates soon, here and on site.  #TrumpPressConference, #coronavirusupdates, #CoronavirusPandemic #CoronaCrisis #Hydroxychloroquine #Azythromyacin #StayAtHome",fauci,FAVOR,1241406782255349763
"@GovPritzker @chicagosmayor Chloroquin phosphate in combination with Lopinavir, Retonovir, Osetlamivir. All three are antiviral drugs. Doctors in India have cured some people with these.. Can we get this tested? #coronavirus #CoronaCrisis",fauci,FAVOR,1241408212034871302
"Pence is at this news conference? WTF he came into direct contact with his aid, who has #CoronaVirus!!!  He is supposed to be quarantined! WTF is wrong with these people?!?!?",fauci,FAVOR,1241429678780346371
@Scavino45 @realDonaldTrump @StateDept @SecPompeo How does @POTUS @parscale @DonaldJTrumpJr not see that Dr Fauci is a deep state hack?  Not the guy you want running the show against #corona #virus #covid19 #usa #pandemic #trump,fauci,FAVOR,1241668440357851136
"@POTUS @realDonaldTrump @CDCgov 
Please look into a herb named #GotuKola for the #Coronavirus also used to treat Malaria :white_check_mark::white_check_mark:
@VP",fauci,FAVOR,1241724823333744642
“the @realDonaldTrump calls it the #ChineseVirus because at times he has a problem pronouncing #coronavirus.”,fauci,FAVOR,1241728535351484419
Its responsible for @CDCgov warn elderly not to travel now as elderly #covid death rate higher. Lots people get #COVID19 via travel. Don't listen to @Mike_Pence @realDonaldTrump dowplay #COVIDー19 They care for Stock Market Profit Re-election more than yr lives @CDCtravel,fauci,FAVOR,1236667629319962624
"#COVID19 is the Coronavirus “genetically modified”.
What exactly does that mean?
Who genetically modified the virus?
Why genetically modify the virus?
Let’s get the reason...the truth out.
@realDonaldTrump 
@CDCgov",fauci,FAVOR,1237041682450956288
"@ShimonPro I bet the demented sociopath was trying to stop the @WHO from declaring a pandemic. Now, he's probably trying to get Dr. Fauci to publicly discount that. Will he do it? #coronavirus #COVIDー19",fauci,FAVOR,1237788184328785921
"Dr. Anthony Fauci, at the WH, said to contain Covid19, the entire country needs to change what we are doing - NOW. 
Elkhart Aquatic Center needs to cancel their meet this weekend. 1200 swimmers. 
#elkhartaquaticcenter
#elkhartindiana
#COVID19 
#health",fauci,FAVOR,1237856668400013314
"@thomaskaine5 @businessinsider This is a decision made by the man who didn’t know COVID-19 is spread by asymptomatic patients, in spite of the CDC being in his state, so no, I would stay safely at home and sadly watch the GA curves rise. #ScienceMatters",fauci,FAVOR,1252646963918536711
"@brett_lane @Jacob_Smith1776 @ConnieSuverkrup @mikeandersonsr It's illegal to do the research and he broke the law again by not dismantling the program and instead, moving it to Communist China 
32 years
Thank Fauci for  Legionnaires(sic) disease, MadCow, H1N1, H5N1, SARS, MERS, AND NOW COVID-19 

 The man is a mad scientist",fauci,FAVOR,1252672238341386240
"""A panel of experts convened by the National Institute of Allergy and Infectious Diseases recommends against doctors using a combination of hydroxychloroquine and azithromycin for the treatment of COVID-19 patients because of potential toxicities.""",fauci,FAVOR,1252723326042222592
"Is anyone EVER going to correct @realDonaldTrump about the #SpanishFlu .... 1918 NOT 1917. Or do they just like when he looks stupid (I'm going with that.. ) Its not hard for him to look stupid... hes a natural at it. 

#CoronavirusUSA #covid19 

#whereisfauci",fauci,FAVOR,1252728195566141440
"It's not everyday you see a big burly mob boss taken down in broad daylight by a diminutive physician. 
#coronavirus #QuarantineLife",fauci,FAVOR,1252741366205087744
The Deep State #FakeScience Establishment led by Fauci cares ZERO about the Immune Health of the American People. To them every problem is an infectious disease - a #CoronaVirus - &amp; every solution is a #vaccine.  Time to DESTROY Big Pharma.,fauci,FAVOR,1252797174871711745
"@CNNPolitics @cnnbrk There ""could be""? Is he paid to come up with such rubbish? My 4yr old could have told me that!

Idiots didn't even see #coronavirus coming and their predictions have been wrong every single day!!!",fauci,FAVOR,1252818037910036480
"check this out, coronavirus..",fauci,FAVOR,1253015839793491968
@realDonaldTrump @Mike_Pence Why don’t we shut down entire states for the Flu? #COVID19 #CoronaVirus #ifartinelevators,fauci,FAVOR,1253094260645257231
"We will see #coronavirus in the fall, says",fauci,FAVOR,1253097964169551877
"See thread above :point_up_2:

NEWS TIP:

@CNN @cnnbrk @cnni @BBCWorld @Trevornoah @LastWeekTonight @billmaher @BillGates #COVID19",fauci,FAVOR,1253116616507830273
When are we going to lock up these anti-American shi$hole DemocRATs? @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,FAVOR,1253125915745431552
I don't think there is a bar that would rehire AOC after she gets voted out of office! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,FAVOR,1253129740707389446
"Don't worry, China &amp; the DemocRATs will make another virus to get rid of the projected 2 million Americans! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden",fauci,FAVOR,1253132614250225666
I hope I’m completely wrong and all the people in #Georgia aren’t overcome by #COVID19. I hope it turns out I overreacted and they all live and can laugh at my foolishness. #coronavirus #wheresfauci,fauci,FAVOR,1253157079642243072
CNN anchors think they are as popular with tv viewers such as Kapernick is with the NFL. Both are JOKERS! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,FAVOR,1253164051263299584
"Just in, Sleepy Biden just had a bowel movement all by himself! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden",fauci,FAVOR,1253169468198604800
@nypost @IvankaTrump leave it to the scientist! #COVID19,fauci,FAVOR,1253294283156848640
"@MSNBC Just curious, is ""carefully consider"" the same thing as ""LIBERATE MICHIGAN!!!""

If it's not, then Fauci needs to put on his big boy pants and say so at a press conference. 

#COVID19 
#TrumpGenocide 
#KingTrump",fauci,FAVOR,1253342421758480384
"The Gov of CT must have gone to the same Commie, Fascist, Nazi meetings that Obama attended! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden",fauci,FAVOR,1253376177433182210
Heat and sun light kills #ChinaVirus #ChineseVirus #COVID19.  Global warming is a GOOD THING!!!  #ChinaLiedPeopleDied #coronavirus #BillGatesIsEvil #ChinaMustPay,fauci,FAVOR,1253450173302390787
"My wife just said, if @realDonaldTrump really thinks #injecting #disinfectant is an option that should be, why doesn't he go ahead and volunteer for testing? :astonished::joy::joy::joy: #coronavirus #COVID19 #coronaupdates #whitehouse #trump #stablegenius #corona #fightcorona",fauci,FAVOR,1253479185282146304
"Two thirds of IQ's are between 85 to 115. I never knew DemocRAT politicians average score was 20, but no one really had to tell me this! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe  #Democrats  @SpeakerPelosi @JoeBiden",fauci,FAVOR,1253495459085266944
"@steve_hanke @wireless_step @JohnsHopkins When was the last time they used Penicillin? No 1 makes penicillin anymore , discovered in 1928, Penicillin cured Pneumonia  strep throat, scarlet fever, diphtheria, syphilis, meningitis, tonsillitis, rheumatic fever and other diseases 
#COVID19 #FireCDC",fauci,FAVOR,1253516509705633793
"NOTICE: #CDC ""Includes"" #SeasonalFlu When It BOOSTS The 2020 Death Count~BUT Ignores #FluSeason When It Wants To PUSH THE #COVID19 PANIC. #msnbc #foxnews #nytimes #cnn #wsj #cnbc #politico #huffpost #drudge #bbc #gop #npr #dailykos #thehill #wapo #nbc #cbs #ap #slate #aarp",fauci,FAVOR,1253607458972545025
"""Any smart doctor I know, is on Hydroxychloroquine for prophylaxis""  #WarRoomPandemic #preventionsaveslives 

#coronavirus",fauci,FAVOR,1253692310249865222
"#TrumpKillsAmericans recommends a speedball of #Lysol and #Hydroxychloroquine and shove a flashlight up your ass.

Germ Theory has been around for 1,000years. (See: Ibn Sina)

He needs to be removed because HE is a public health menace.

#RemoveTrump 
#coronavirus",fauci,FAVOR,1253697683996336135
Still can't get over how ugly &amp; stupid DemocRATs are! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,FAVOR,1253755258066567172
"There is no nice way to say this: Don’t follow Trump's
advice on the coronavirus. Our nonpartisan research center points out that he’s not a scientist &amp; his advice on malaria drugs, disinfectants, etc. has cost lives. Listen to Dr. Fauci instead. #coronavirus #COVID19",fauci,FAVOR,1253767975183757313
"OMG. You have a stupid + idiotic President @realDonaldTrump. I know it is not professional to say it on TV, but PLEASE mention it! @CNN He is killing Americans. period! #COVID19",fauci,FAVOR,1253795933956931587
"Man Fauci was mad tonight didnt like the virus being called man made. 
#coronavirus 
#TheGreatAwakeningWorldwide 
#TheGreatAwkening 
#GodBlessAmerica",fauci,FAVOR,1251301040634429446
"@mlakan @EpochTimes #FauciFraud. #COVID19 is a Chimera virus, spliced with SARS and HIV in a Laboratory! #BillGatesVirus #BillGatesBioTerrorist",fauci,FAVOR,1251304282923532288
"FACT: If you've had a flu shot,you WILL test positive for corona Virus! #FauciFraud",fauci,FAVOR,1251474110766514179
@AnthonyFauciUSA you’re a disgusting liar! There’s been a treatment for the Coronavirus since 2005 &amp; NONE of this Shit is necessary. You are messing with our lives for your own agenda. Enough! #coronavirus @realDonaldTrump,fauci,FAVOR,1251670328142528513
"Trump's CDC lab contamination was likely cause of critical early delays in rolling out coronavirus testing.  After THREE YEARS of FAILURE.  Three years of empty STOCKPILE!

Who is trump's Testing Czar? TRUMP.
Who fault is it? TRUMP",fauci,FAVOR,1251677375189876737
"@JLMarchese111 @skb_sara @POTUS @DonaldJTrumpJr FYI: The dosage for Hydroxychloroquine treatment for #coronavirus, which the CDC removed from its website, is 600mg twice on day 1, then 200mg twice on days 2-5.  You also need Azithromycin &amp; Zinc, and I don't know those doses.",fauci,FAVOR,1251771922846822402
"@tedcruz @Barnes_Law ""... but filling a skate park with sand—so nobody can use it—is authoritarian abuse of power.""

That is EXTREMELY DUMB thing to do. Whoever came up with that needs to be sectioned immediately. Is it @GavinNewsom ? He sure is not the full shilling. #coronavirus",fauci,FAVOR,1251802616700579840
@WhiteHouse @realDonaldTrump @PressSec #DrAnthonyFauci is responsible for the creation of #COVID19  FBI needs to detain dangerous,fauci,FAVOR,1251829564847906817
@cjtruth So he absolutely knew #COVID19 would be released during the @realDonaldTrump administration!,fauci,FAVOR,1251869666600869888
"Nutty Nancy, if it ""hasn't been done properly"" blame Fhead Fauci and the scarf queen! @DonaldJTrumpJr @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden",fauci,FAVOR,1251952101342826497
Science and Data shows the Flu is deadlier than the CHINA VIRUS! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,FAVOR,1251953133896507392
"Biden today, ""Where am I today""? @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden",fauci,FAVOR,1251953771795623937
"After watching Skank Pelosie, I had to take a shower! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden",fauci,FAVOR,1251954311258669057
"@va_shiva God bless you @va_shiva thank you for having the guts to fight! Your knowledge and information is second to none and I pray that Australia now follows suit! @AustGovernment @AlexanderDowner 
#ImmuneSystem #drshiva #COVID19",fauci,FAVOR,1251963035532607488
CNN should be SFB  (Sh$t For Brains). @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,FAVOR,1252040202408923136
@MSNBC @theProgSoapbox Fauci is incompetent. He screwed up the HIV response and panic-pushed toxic AZT like a demented mad scientist. He's screwed up the response to coronavirus at every step.,fauci,FAVOR,1252045773455396865
"In DemocRAT controlled China Virus ridden cities, the mayors should ask their voters how many times a day do you wash your hands, take a shower and wash your clothes! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #COVID19 #CoVFeFe #DemocratsHateAmerica",fauci,FAVOR,1252137900390612993
"Zai giveaway is here

#abbakyariburial #Bitcoin #COVID19 #COVID19Ghana #COVID",fauci,FAVOR,1252147505871171586
FAKENEWS is more dangerous to Americans than any China made VIRUS can ever be! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,FAVOR,1252305798249799690
"If these protests are so dangerous, why are FAKENEWS sending their idiots out to cover them? @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden",fauci,FAVOR,1252307706679103488
2020 election is simple. Trump &amp; America or Biden &amp; China! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,FAVOR,1252313218493616135
DemocRATs are proof that DUMB people never get SMART! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @cnn  #TrumpTrain2020 #COVID19 #CoVFeFe @GovWhitmer #DemocratsHateAmerica @SpeakerPelosi @JoeBiden,fauci,FAVOR,1252315643623272448
One ought to simply wonder how much this woman has received from #BillGates for legitimizing his #COVID19 #DebraBirx &amp; #FauciBirxAreFrauds,fauci,FAVOR,1252378720385462275
"#Americans and the #media need to stop watching the farce taking place every day at 1600 Penn and @realDonaldTrump will stop showing up &amp; lying. Simple. IT wants an audience. Don’t show and IT won’t show. 

#covid #COVIDー19 #America #coronavirususa",fauci,FAVOR,1252392340607516672
I don’t understand why Trump would let this happen. If there is anything he cares about is the economy. #COVID19,fauci,FAVOR,1252404612239208449
@NRI_Kangleicha @real_defender @itsJeffTiedrich @realDonaldTrump @CDCgov I Guess Dr. Fauci Can Clear This Up Then In The Next Coronavirus Update. They Are Happening On A Daily Basis Since Trump Cares For Everyone In The United States And Abroad.,fauci,FAVOR,1252438586508468226
Paging Dr. Fauci! Paging Dr. Fauci!!! What are #SocialDistancing guidelines for protests?,fauci,FAVOR,1268007243091529728
":heavy_exclamation_mark:Dr. Fauci can't help himself:heavy_exclamation_mark: For 40 years in the DC slug farm, it's only natural to sit around a Hookah pipe dreaming up new ways to keep any bureaucratic boondoggle alive forever:heavy_exclamation_mark:

#coronavirus #Covid_19 #COVID #3moremonths #Trump #WarRoomPandemic #SARSCoV2 #economy",fauci,FAVOR,1260790359375970304
@thehill Trump is at odds with science. It doesn’t play along with his make believe narrative for a unreal reality. #trump #coronavirus,fauci,FAVOR,1260793364628135936
Fauci warns of “needless suffering and death” if the country opens “prematurely” from the COVID-19 Chinese coronavirus lockdowns…” most of us would tell Fauci  there needless death and suffering NOW with lockdown and businesses closed or under severe restrictions #arpx,fauci,FAVOR,1260916941675511808
"#COVID19 You have a choice, follow the guidance and advice of Dr. Fauci or follow the guidance and advice of @realDonaldTrump. I wish all of my decisions were as easy as this one",fauci,FAVOR,1260951140134539265
"Dr.Bright Lets Cat Out of #DeepState BAG. Admitting #SeasonalFlu Killed 79,000 in 2017.:skull:But How Many Have Died of #Flu in 2020?~When SUDDENLY Everything Became #CoronaVirus.#msnbc #foxnews #nytimes #cnn #wsj #cnbc #politico #huffpost #drudge #bbc #gop #npr #dailykos #CDC",fauci,FAVOR,1260952186109997057
"Folks if your own personal physician had been wrong as many times about diagnosing you as Fauci has been wrong about covid-19 oh, you would be dead. This man is either a fraud or the dumbest Medical Professional on the planet.",fauci,FAVOR,1260969629347975169
"@ktumulty @NormOrnstein @petridishes In the interest of fairness, the author does completely omit  the role of Elvis's ghost in all of this. 

#OBAMAGATEGATE #DonaldOut #COVIDIOTS #CoronavirusPandemic #COVID19 #COVIDー19",fauci,FAVOR,1260970682558619656
:arrow_up:Above tweet #Vaxxed #Vaxxed2 #antivaxx #antivaxxers #antivax #vaccine #vaccines #covid19 #CoronaVirus #BillGates #BillGatesGate,fauci,FAVOR,1260987404971765760
"Here’s a reminder from @nyuniversity from a @CNBC interview today, “the common cold is a #Coronavirus.”  The political reaction to #COVID19 is beyond any sense.  @POTUS, Americans need you to restore freedom, lives, and dignity.",fauci,FAVOR,1260995173296660480
"NO ONE has Demonstrated a Case of #ContactTracing in #NYC Other Than Simply People in Homes or Offices Finding Out Someone in their Group Got #Covid19~Where's this ""Tracing?"" #msnbc #foxnews #nytimes #cnn #wsj #cnbc #politico #huffpost #drudge #bbc #gop #npr #dailykos #cdc",fauci,FAVOR,1261036934610276353
"@mitchellvii Ultimately, this is @POTUS @realDonaldTrump doing... He’s the fucking #President and it’s ALL ON HIM NOW! #CoronavirusOutbreak #coronavirus",fauci,FAVOR,1261036967862480896
"Dr. Fauci nee Noah is telling you a flood is coming. You—
A. Comply and help others board the boat
B.Laugh and tell him he’s ruining life; there is no threat. Gotta make $ 
C. Put your trust in Dr Mikovits nee Jezebel #covid19 #DrFauci #pandemic #Mikovits",fauci,FAVOR,1261037831671119874
"@RT_com That man called #Fauci, #BillGates and the rest are the spoil pepper behind all this issue of covid-19 and Vaccine, Trump pls fire",fauci,FAVOR,1261068615471845378
"@Inevitable_ET I think that it's a perfect strategy to have Bill Gates as the leader of the WHO, so that they can all go down to hell together in one boat! 
Much more efficient that way! Carry On!
#COVID19 #Plandemic #WuhanFlu #VirusCorona",fauci,FAVOR,1261075040675782662
#COVID19  Any connection to recenct childhood vaccinations re these 'new' covid symptom in children?,fauci,FAVOR,1261076092443492352
"@va_shiva ALL of your videos have been scrubbed from YouTube! WTF @realDonaldTrump 
#ShivaForSenate #COVID19 #Trump",fauci,FAVOR,1261077624190836742
Was at Trader Joe’s and the majority of people were wearing masks!  We have a long way to go to wake up the public! I would guess most would take a #BillGates vaccine right now- scary’  #COVID19,fauci,FAVOR,1261086291078402050
I own a home service business in Georgia. Worked 7 days a week since this bs began. RECORD PROFITS THIS WEEK.  No one got sick...hundreds of jobs. Today 2 customers insisted on shaking hands. EVERYONE IS AWARE THAT THIS IS BS! #COVID19 #coronavirus #Fauci,fauci,FAVOR,1261086725423673344
"Trump says he would mobilize military to distribute coronavirus vaccine

This better be fake news, @realDonaldTrump.

Expose Fauci/Gates NOW.

You're not wearing a mask because you know this is an enormous medical fascist scam.

End this charade now or consequences.",fauci,FAVOR,1261089473476956161
"@paulsperry_ @realDonaldTrump Want to have your mind boggled? That site has an internal search engine. So why not try things like hydroxychloroquine
artemisinin
malaria corona
zinc virus
There are 4 very interesting searches, especially when you find research back to 2005. #Covid19",fauci,FAVOR,1261132226315513857
"@accident @VincentCrypt46 @gkinghorn ""I learned how to treat these patients from the President of the United States, @realDonaldTrump ""

#COVID19 
#HydroxyChloroquine 
#TruthFreedomHealth 
#MAGA",fauci,FAVOR,1261162525036511232
"@raoult_didier Doc, tell them to use it with ZINC, without which HCQs effectiveness will be put into question.

HCQs is the GUN:fire:

ZINC is the BULLET:fire:

AZT is the VEST:fire:

#HCQWorks #HydroxyChloroquine #COVID19 @drericbergdc @zev_dr @DrMercyHealth #TrumpDeathToll85K",fauci,FAVOR,1261224066536611842
@AsamomMA @trainwriter1957 @longbmark @Naninani51 @EnoughisEnoug13 @johnsfaherty @SpartyOn1979 @toweroftruth @lilrrepublican @KatefromTexas @anneluty @joegooding @BordersUSA If only Stacy Abrams won in Georgia. Dems could have crushed our economy also. But Kemp won and we're flourishing.  My business is seeing record profits each week! Thanks Kemp and Mr. Trump! #coronavirus #StayHome #Fauci,fauci,FAVOR,1261265048741306368
Something about Coronavirus pandemic just doesn’t add up the people dying from COVID 19 are at high amounts still yet some states are opening up? I guess the color of money :dollar: Is more important than any health risks... #FridayMorning #FridayFeeling #StayHome,fauci,FAVOR,1261267413502328833
Does Fauci still have a job?  Because my husband has been told to expect to be furlowed and I have yet to directly meet one person that even tested positive for coronavirus.  I am angry that the greed of a few is crippling the hard working base.,fauci,FAVOR,1261274772236914688
"@raoult_didier Well, what a coincidence, just when the White House received the petition, signed by more than 100.000 people, to ""Fire Fauci""...
Merci Beaucoup Dr. Raoult!!
#Scamdemic #COVID19 #QuestionEverything #HydroxyChloroquine #HCQWorks",fauci,FAVOR,1261289386995519489
"**BREAKING NEWS**

Dr. Gloom n Doom Fauci announces a “possible” 4th round of Corona virus labeling it “Covid-24”. He’s recommending shelter in place as if it were a tornado - get to the basement with your helmet &amp; pillows. He’ll let u know when it’s “safe” 2 come out!",fauci,FAVOR,1261324921290002432
"Who do you trust for #covid19 #coronavirus information, #trump or",fauci,FAVOR,1261347880201142272
@WhiteHouse @realDonaldTrump Why is #Fauci wearing a mask? He said it is not necessary unless you have #covid19 #WakeUpAmerica,fauci,FAVOR,1261350416400257026
The problem @realDonaldTrump has with getting re-elected is this.  He spends all of his time spinning and blaming about the #coronavirus and no action in doing anything about the hotspots.  Leaving it all up to governors who has limited resources and NO Federal response.,fauci,FAVOR,1261354263109750785
"@DrJudyAMikovits And while you're there, please tell the president to sh**can operation warp speed and anything related to it, we don't need a vaccine for this and he will lose supporters...Just say no to #coronavirus vaccine and #operationwarpspeed",fauci,FAVOR,1261360848322416640
"I have worked with PHD's that asked me what time is it, &amp; these geniuses had a watch on &amp; a clock was on the wall. Stop listening to these fools! @realDonaldTrump @DonaldJTrumpJr @MAGA @KAG @NRA @RNC @DNC @FoxNews @CNN #TrumpTrain2020 #COVID19 #CoVFeFe  #DemocratFraud",fauci,FAVOR,1261369921390309377
"News FLASH: Fraud Faucci had his colonoscopy cancelled, the doctors said they never saw such a gigantic asshole! @realDonaldTrump @DonaldJTrumpJr @MAGA @KAG @NRA @RNC @DNC @FoxNews @CNN #TrumpTrain2020 #COVID19 #CoVFeFe  #DemocratFraud",fauci,FAVOR,1261374002116751360
"@PopeyesChicken I was at your location in Aurora, Oregon, you're assistant manager was not wearing a mask. @CDCgov @realDonaldTrump @HHSGov @OregonGovBrown #masks #COVID19",fauci,FAVOR,1258990986266435584
"@CNN The #Trump dynasty is collapsing! @foxandfriends are next. 
I want to see @JudgeJeanine &amp;  @seanhannity wearing a diaper due to #coronavirus related illness :satisfied: - please God almighty...say amen! 
@realDonaldTrump 
Ask Dr.",fauci,FAVOR,1259012131615240193
When I hear people like #Fauci talk about how we can splice HIV RNA into a #Covid19 vaccine to make it more “effective” I want to run screaming into the hills. And I love science. Just not government scientists!,fauci,FAVOR,1259110418938834945
@jsolomonReports I think I’ll go with Pres Trump #coronavirus,fauci,FAVOR,1259133886212132866
"@USAFacts @CDCgov @weatherchannel USAFacts
@USAFacts

As states begin the first phases of reopening across the US, total confirmed cases of #COVID19 has passed 1 million.

And would you care to share how many recoveries there have been?  I won't hold my breath. @DonaldJTrumpJr",fauci,FAVOR,1259206549903413248
Dr. Fauci to begin 14 day quarantine after being exposed to a staffer w/ #Coronavirus at the White House. I think you are safer shopping @ #Walmart than walking around the White House. @realDonaldTrump Start wearing masks ya'll! Dang! @POTUS  @WhiteHouse #Coronataskforce,fauci,FAVOR,1259283418984177665
"@realDonaldTrump You wouldn’t wear a mask during COVID, Donald Death, and the one your narcissist personality has worn for three years is utterly transparent. You don’t have dismiss the Coronavirus Force, you’re trying to kill them.",fauci,FAVOR,1259288581983567872
@Independent So he is not following his and @CDC_eHealth @CDCgov Guidelines :man_shrugging_medium_skin_tone: #COVID19,fauci,FAVOR,1259289048641933318
"""I won't wear a mask; I'm healthy! ""Oh the arrogance! #coronavirus #Masks",fauci,FAVOR,1259293203808882689
"@drfyl @EpochTimes @cdc I don't trust the FDA, which used phony rigged ""studies"" at the VA to try to declare the Hydroxychloroquine/Azithromycin/Zinc drug cocktail as ""dangerous"" to COVID-19 patients, when, it has been PROVEN (NOT approved) to be the MOST effective treatment!  #FDAisLying",fauci,FAVOR,1259296072423309315
"@NIH, Dr. Fauci: I know your contact with a Covid-19 positive person was minimal, but please know that Americans from coast to coast are keeping you in their prayers. Most join me to say we appreciate your honesty, dedication &amp; public service all these years. #Fauci",fauci,FAVOR,1259311605533143040
Dr. Fauci has been exposed and has to quarantine.  Woops! #COVID19,fauci,FAVOR,1259316405125566465
"@XoSolutions2020 Please show us actual evidence Dr Faucist has been diagnosed with the coronavirus prior to his political showboating whilst standing atop phone books with his mini mic from his home office!

#MightBeALie",fauci,FAVOR,1259317124994158593
"So the liberal news stations covered up the Russian hoax for 3 years and now you are going to believe them about COVID-19 facts, really?!?! #RussianCollusionHoax #RussiaHoax #FakePandemic #FakeNewsMedia #FakeNewsCNN #CNN #CNNisFakeNews #coronavirus #hoaxvirus #FauciFraud",fauci,FAVOR,1259320479061590016
"What’s going to happen when Fauci is forced to tell the world he took Hydroxychloroquine to recover from #COVID19? :joy::joy::joy:

-GAME OVER-

#WWG1WGA #WakeUp",fauci,FAVOR,1259325657126891522
"@JoeNBC Will you be the first one to roll up your sleeves for a :syringe:? How about volunteering your children? Come on Joe, take one for the team. Do it for #America, Joe. #COVID19 #coronavirus #Covid_19",fauci,FAVOR,1259331660278980608
"@FauciFan Can’t believe this,  let’s pray he stays safe :pray: we need him to be well! #drfauci #coronavirus",fauci,FAVOR,1259334401432879104
"So #trump has fucked up so badly that there are over 80,000 #coronavirus deaths in the #USA and due to his carelessness he fucking possibly exposed the most important person on his team?!",fauci,FAVOR,1259386596190633985
"@stutteringjohnm The worst part is that if the #covidiot orange mammal doesn't test positive, or even if he does and stuffers no symptoms, it just adds to the #MalignantNarcissist's senses of imperviousness and being right. 

#COVID19",fauci,FAVOR,1259499882844434432
"I just picked which business to patronize for lunch - one said ‘mask required’ and the other one did not.  My face has gone uncovered all day and the sun feels great on it. I’m not going to give a science denying business money
#COVID19",fauci,FAVOR,1259539888241651712
I miss #Fauci's calming and sobering presence on TV. #Covid19,fauci,FAVOR,1259584699229405188
".@NIAIDNews  Fauci when do you and China plan the next ""wave"" of the Covid 19?  I am guessing right before the election in November so the corrupt vote via mail can be put into place.  @realDonaldTrump Expose these evil people.
#DrainTheDeepState #VoterFraud #COVID19",fauci,FAVOR,1259658903052320769
